timestamp_unix,timestamp_iso,participant_full_id,sleep_detection_stage,missing_value_reason
1709341200000,2024-03-02T01:00:00Z,899-1-1-20,,device_not_recording
1709341260000,2024-03-02T01:01:00Z,899-1-1-20,,device_not_recording
1709341320000,2024-03-02T01:02:00Z,899-1-1-20,,device_not_recording
1709341380000,2024-03-02T01:03:00Z,899-1-1-20,,device_not_recording
1709341440000,2024-03-02T01:04:00Z,899-1-1-20,,device_not_recording
1709341500000,2024-03-02T01:05:00Z,899-1-1-20,,device_not_recording
1709341560000,2024-03-02T01:06:00Z,899-1-1-20,,device_not_recording
1709341620000,2024-03-02T01:07:00Z,899-1-1-20,,device_not_recording
1709341680000,2024-03-02T01:08:00Z,899-1-1-20,,device_not_recording
1709341740000,2024-03-02T01:09:00Z,899-1-1-20,,device_not_recording
1709341800000,2024-03-02T01:10:00Z,899-1-1-20,,device_not_recording
1709341860000,2024-03-02T01:11:00Z,899-1-1-20,,device_not_recording
1709341920000,2024-03-02T01:12:00Z,899-1-1-20,,device_not_recording
1709341980000,2024-03-02T01:13:00Z,899-1-1-20,,device_not_recording
1709342040000,2024-03-02T01:14:00Z,899-1-1-20,,device_not_recording
1709342100000,2024-03-02T01:15:00Z,899-1-1-20,,device_not_recording
1709342160000,2024-03-02T01:16:00Z,899-1-1-20,,device_not_recording
1709342220000,2024-03-02T01:17:00Z,899-1-1-20,,device_not_recording
1709342280000,2024-03-02T01:18:00Z,899-1-1-20,,device_not_recording
1709342340000,2024-03-02T01:19:00Z,899-1-1-20,,device_not_recording
1709342400000,2024-03-02T01:20:00Z,899-1-1-20,,device_not_recording
1709342460000,2024-03-02T01:21:00Z,899-1-1-20,,device_not_recording
1709342520000,2024-03-02T01:22:00Z,899-1-1-20,,device_not_recording
1709342580000,2024-03-02T01:23:00Z,899-1-1-20,,device_not_recording
1709342640000,2024-03-02T01:24:00Z,899-1-1-20,,device_not_recording
1709342700000,2024-03-02T01:25:00Z,899-1-1-20,,device_not_recording
1709342760000,2024-03-02T01:26:00Z,899-1-1-20,,device_not_recording
1709342820000,2024-03-02T01:27:00Z,899-1-1-20,,device_not_recording
1709342880000,2024-03-02T01:28:00Z,899-1-1-20,,device_not_recording
1709342940000,2024-03-02T01:29:00Z,899-1-1-20,,device_not_recording
1709343000000,2024-03-02T01:30:00Z,899-1-1-20,,device_not_recording
1709343060000,2024-03-02T01:31:00Z,899-1-1-20,,device_not_recording
1709343120000,2024-03-02T01:32:00Z,899-1-1-20,,device_not_recording
1709343180000,2024-03-02T01:33:00Z,899-1-1-20,,device_not_recording
1709343240000,2024-03-02T01:34:00Z,899-1-1-20,,device_not_recording
1709343300000,2024-03-02T01:35:00Z,899-1-1-20,,device_not_recording
1709343360000,2024-03-02T01:36:00Z,899-1-1-20,,device_not_recording
1709343420000,2024-03-02T01:37:00Z,899-1-1-20,,device_not_recording
1709343480000,2024-03-02T01:38:00Z,899-1-1-20,,device_not_recording
1709343540000,2024-03-02T01:39:00Z,899-1-1-20,,device_not_recording
1709343600000,2024-03-02T01:40:00Z,899-1-1-20,,device_not_recording
1709343660000,2024-03-02T01:41:00Z,899-1-1-20,,device_not_recording
1709343720000,2024-03-02T01:42:00Z,899-1-1-20,,device_not_recording
1709343780000,2024-03-02T01:43:00Z,899-1-1-20,,device_not_recording
1709343840000,2024-03-02T01:44:00Z,899-1-1-20,,device_not_recording
1709343900000,2024-03-02T01:45:00Z,899-1-1-20,,device_not_recording
1709343960000,2024-03-02T01:46:00Z,899-1-1-20,,device_not_recording
1709344020000,2024-03-02T01:47:00Z,899-1-1-20,,device_not_recording
1709344080000,2024-03-02T01:48:00Z,899-1-1-20,,device_not_recording
1709344140000,2024-03-02T01:49:00Z,899-1-1-20,,device_not_recording
1709344200000,2024-03-02T01:50:00Z,899-1-1-20,,device_not_recording
1709344260000,2024-03-02T01:51:00Z,899-1-1-20,,device_not_recording
1709344320000,2024-03-02T01:52:00Z,899-1-1-20,,device_not_recording
1709344380000,2024-03-02T01:53:00Z,899-1-1-20,,device_not_recording
1709344440000,2024-03-02T01:54:00Z,899-1-1-20,,device_not_recording
1709344500000,2024-03-02T01:55:00Z,899-1-1-20,,device_not_recording
1709344560000,2024-03-02T01:56:00Z,899-1-1-20,,device_not_recording
1709344620000,2024-03-02T01:57:00Z,899-1-1-20,,device_not_recording
1709344680000,2024-03-02T01:58:00Z,899-1-1-20,,device_not_recording
1709344740000,2024-03-02T01:59:00Z,899-1-1-20,,device_not_recording
1709344800000,2024-03-02T02:00:00Z,899-1-1-20,,device_not_recording
1709344860000,2024-03-02T02:01:00Z,899-1-1-20,,device_not_recording
1709344920000,2024-03-02T02:02:00Z,899-1-1-20,,device_not_recording
1709344980000,2024-03-02T02:03:00Z,899-1-1-20,,device_not_recording
1709345040000,2024-03-02T02:04:00Z,899-1-1-20,,device_not_recording
1709345100000,2024-03-02T02:05:00Z,899-1-1-20,,device_not_recording
1709345160000,2024-03-02T02:06:00Z,899-1-1-20,,device_not_recording
1709345220000,2024-03-02T02:07:00Z,899-1-1-20,,device_not_recording
1709345280000,2024-03-02T02:08:00Z,899-1-1-20,,device_not_recording
1709345340000,2024-03-02T02:09:00Z,899-1-1-20,,device_not_recording
1709345400000,2024-03-02T02:10:00Z,899-1-1-20,,device_not_recording
1709345460000,2024-03-02T02:11:00Z,899-1-1-20,,device_not_recording
1709345520000,2024-03-02T02:12:00Z,899-1-1-20,,device_not_recording
1709345580000,2024-03-02T02:13:00Z,899-1-1-20,,device_not_recording
1709345640000,2024-03-02T02:14:00Z,899-1-1-20,,device_not_recording
1709345700000,2024-03-02T02:15:00Z,899-1-1-20,,device_not_recording
1709345760000,2024-03-02T02:16:00Z,899-1-1-20,,device_not_recording
1709345820000,2024-03-02T02:17:00Z,899-1-1-20,,device_not_recording
1709345880000,2024-03-02T02:18:00Z,899-1-1-20,,device_not_recording
1709345940000,2024-03-02T02:19:00Z,899-1-1-20,,device_not_recording
1709346000000,2024-03-02T02:20:00Z,899-1-1-20,,device_not_recording
1709346060000,2024-03-02T02:21:00Z,899-1-1-20,,device_not_recording
1709346120000,2024-03-02T02:22:00Z,899-1-1-20,,device_not_recording
1709346180000,2024-03-02T02:23:00Z,899-1-1-20,,device_not_recording
1709346240000,2024-03-02T02:24:00Z,899-1-1-20,,device_not_recording
1709346300000,2024-03-02T02:25:00Z,899-1-1-20,,device_not_recording
1709346360000,2024-03-02T02:26:00Z,899-1-1-20,,device_not_recording
1709346420000,2024-03-02T02:27:00Z,899-1-1-20,,device_not_recording
1709346480000,2024-03-02T02:28:00Z,899-1-1-20,,device_not_recording
1709346540000,2024-03-02T02:29:00Z,899-1-1-20,,device_not_recording
1709346600000,2024-03-02T02:30:00Z,899-1-1-20,,device_not_recording
1709346660000,2024-03-02T02:31:00Z,899-1-1-20,,device_not_recording
1709346720000,2024-03-02T02:32:00Z,899-1-1-20,,device_not_recording
1709346780000,2024-03-02T02:33:00Z,899-1-1-20,,device_not_recording
1709346840000,2024-03-02T02:34:00Z,899-1-1-20,,device_not_recording
1709346900000,2024-03-02T02:35:00Z,899-1-1-20,,device_not_recording
1709346960000,2024-03-02T02:36:00Z,899-1-1-20,,device_not_recording
1709347020000,2024-03-02T02:37:00Z,899-1-1-20,,device_not_recording
1709347080000,2024-03-02T02:38:00Z,899-1-1-20,,device_not_recording
1709347140000,2024-03-02T02:39:00Z,899-1-1-20,,device_not_recording
1709347200000,2024-03-02T02:40:00Z,899-1-1-20,,device_not_recording
1709347260000,2024-03-02T02:41:00Z,899-1-1-20,,device_not_recording
1709347320000,2024-03-02T02:42:00Z,899-1-1-20,,device_not_recording
1709347380000,2024-03-02T02:43:00Z,899-1-1-20,,device_not_recording
1709347440000,2024-03-02T02:44:00Z,899-1-1-20,,device_not_recording
1709347500000,2024-03-02T02:45:00Z,899-1-1-20,,device_not_recording
1709347560000,2024-03-02T02:46:00Z,899-1-1-20,,device_not_recording
1709347620000,2024-03-02T02:47:00Z,899-1-1-20,,device_not_recording
1709347680000,2024-03-02T02:48:00Z,899-1-1-20,,device_not_recording
1709347740000,2024-03-02T02:49:00Z,899-1-1-20,,device_not_recording
1709347800000,2024-03-02T02:50:00Z,899-1-1-20,,device_not_recording
1709347860000,2024-03-02T02:51:00Z,899-1-1-20,,device_not_recording
1709347920000,2024-03-02T02:52:00Z,899-1-1-20,,device_not_recording
1709347980000,2024-03-02T02:53:00Z,899-1-1-20,,device_not_recording
1709348040000,2024-03-02T02:54:00Z,899-1-1-20,,device_not_recording
1709348100000,2024-03-02T02:55:00Z,899-1-1-20,,device_not_recording
1709348160000,2024-03-02T02:56:00Z,899-1-1-20,,device_not_recording
1709348220000,2024-03-02T02:57:00Z,899-1-1-20,,device_not_recording
1709348280000,2024-03-02T02:58:00Z,899-1-1-20,,device_not_recording
1709348340000,2024-03-02T02:59:00Z,899-1-1-20,,device_not_recording
1709348400000,2024-03-02T03:00:00Z,899-1-1-20,,device_not_recording
1709348460000,2024-03-02T03:01:00Z,899-1-1-20,,device_not_recording
1709348520000,2024-03-02T03:02:00Z,899-1-1-20,,device_not_recording
1709348580000,2024-03-02T03:03:00Z,899-1-1-20,,device_not_recording
1709348640000,2024-03-02T03:04:00Z,899-1-1-20,,device_not_recording
1709348700000,2024-03-02T03:05:00Z,899-1-1-20,,device_not_recording
1709348760000,2024-03-02T03:06:00Z,899-1-1-20,,device_not_recording
1709348820000,2024-03-02T03:07:00Z,899-1-1-20,,device_not_recording
1709348880000,2024-03-02T03:08:00Z,899-1-1-20,,device_not_recording
1709348940000,2024-03-02T03:09:00Z,899-1-1-20,,device_not_recording
1709349000000,2024-03-02T03:10:00Z,899-1-1-20,,device_not_recording
1709349060000,2024-03-02T03:11:00Z,899-1-1-20,,device_not_recording
1709349120000,2024-03-02T03:12:00Z,899-1-1-20,,device_not_recording
1709349180000,2024-03-02T03:13:00Z,899-1-1-20,,device_not_recording
1709349240000,2024-03-02T03:14:00Z,899-1-1-20,,device_not_recording
1709349300000,2024-03-02T03:15:00Z,899-1-1-20,,device_not_recording
1709349360000,2024-03-02T03:16:00Z,899-1-1-20,,device_not_recording
1709349420000,2024-03-02T03:17:00Z,899-1-1-20,,device_not_recording
1709349480000,2024-03-02T03:18:00Z,899-1-1-20,,device_not_recording
1709349540000,2024-03-02T03:19:00Z,899-1-1-20,,device_not_recording
1709349600000,2024-03-02T03:20:00Z,899-1-1-20,,device_not_recording
1709349660000,2024-03-02T03:21:00Z,899-1-1-20,,device_not_recording
1709349720000,2024-03-02T03:22:00Z,899-1-1-20,,device_not_recording
1709349780000,2024-03-02T03:23:00Z,899-1-1-20,,device_not_recording
1709349840000,2024-03-02T03:24:00Z,899-1-1-20,,device_not_recording
1709349900000,2024-03-02T03:25:00Z,899-1-1-20,,device_not_recording
1709349960000,2024-03-02T03:26:00Z,899-1-1-20,,device_not_recording
1709350020000,2024-03-02T03:27:00Z,899-1-1-20,,device_not_recording
1709350080000,2024-03-02T03:28:00Z,899-1-1-20,,device_not_recording
1709350140000,2024-03-02T03:29:00Z,899-1-1-20,,device_not_recording
1709350200000,2024-03-02T03:30:00Z,899-1-1-20,,device_not_recording
1709350260000,2024-03-02T03:31:00Z,899-1-1-20,,device_not_recording
1709350320000,2024-03-02T03:32:00Z,899-1-1-20,,device_not_recording
1709350380000,2024-03-02T03:33:00Z,899-1-1-20,,device_not_recording
1709350440000,2024-03-02T03:34:00Z,899-1-1-20,,device_not_recording
1709350500000,2024-03-02T03:35:00Z,899-1-1-20,,device_not_recording
1709350560000,2024-03-02T03:36:00Z,899-1-1-20,,device_not_recording
1709350620000,2024-03-02T03:37:00Z,899-1-1-20,,device_not_recording
1709350680000,2024-03-02T03:38:00Z,899-1-1-20,,device_not_recording
1709350740000,2024-03-02T03:39:00Z,899-1-1-20,,device_not_recording
1709350800000,2024-03-02T03:40:00Z,899-1-1-20,,device_not_recording
1709350860000,2024-03-02T03:41:00Z,899-1-1-20,,device_not_recording
1709350920000,2024-03-02T03:42:00Z,899-1-1-20,,device_not_recording
1709350980000,2024-03-02T03:43:00Z,899-1-1-20,,device_not_recording
1709351040000,2024-03-02T03:44:00Z,899-1-1-20,,device_not_recording
1709351100000,2024-03-02T03:45:00Z,899-1-1-20,,device_not_recording
1709351160000,2024-03-02T03:46:00Z,899-1-1-20,,device_not_recording
1709351220000,2024-03-02T03:47:00Z,899-1-1-20,,device_not_recording
1709351280000,2024-03-02T03:48:00Z,899-1-1-20,,device_not_recording
1709351340000,2024-03-02T03:49:00Z,899-1-1-20,,device_not_recording
1709351400000,2024-03-02T03:50:00Z,899-1-1-20,,device_not_recording
1709351460000,2024-03-02T03:51:00Z,899-1-1-20,,device_not_recording
1709351520000,2024-03-02T03:52:00Z,899-1-1-20,,device_not_recording
1709351580000,2024-03-02T03:53:00Z,899-1-1-20,,device_not_recording
1709351640000,2024-03-02T03:54:00Z,899-1-1-20,,device_not_recording
1709351700000,2024-03-02T03:55:00Z,899-1-1-20,,device_not_recording
1709351760000,2024-03-02T03:56:00Z,899-1-1-20,,device_not_recording
1709351820000,2024-03-02T03:57:00Z,899-1-1-20,,device_not_recording
1709351880000,2024-03-02T03:58:00Z,899-1-1-20,,device_not_recording
1709351940000,2024-03-02T03:59:00Z,899-1-1-20,,device_not_recording
1709352000000,2024-03-02T04:00:00Z,899-1-1-20,,device_not_recording
1709352060000,2024-03-02T04:01:00Z,899-1-1-20,,device_not_recording
1709352120000,2024-03-02T04:02:00Z,899-1-1-20,,device_not_recording
1709352180000,2024-03-02T04:03:00Z,899-1-1-20,,device_not_recording
1709352240000,2024-03-02T04:04:00Z,899-1-1-20,,device_not_recording
1709352300000,2024-03-02T04:05:00Z,899-1-1-20,,device_not_recording
1709352360000,2024-03-02T04:06:00Z,899-1-1-20,,device_not_recording
1709352420000,2024-03-02T04:07:00Z,899-1-1-20,,device_not_recording
1709352480000,2024-03-02T04:08:00Z,899-1-1-20,,device_not_recording
1709352540000,2024-03-02T04:09:00Z,899-1-1-20,,device_not_recording
1709352600000,2024-03-02T04:10:00Z,899-1-1-20,,device_not_recording
1709352660000,2024-03-02T04:11:00Z,899-1-1-20,,device_not_recording
1709352720000,2024-03-02T04:12:00Z,899-1-1-20,,device_not_recording
1709352780000,2024-03-02T04:13:00Z,899-1-1-20,,device_not_recording
1709352840000,2024-03-02T04:14:00Z,899-1-1-20,,device_not_recording
1709352900000,2024-03-02T04:15:00Z,899-1-1-20,,device_not_recording
1709352960000,2024-03-02T04:16:00Z,899-1-1-20,,device_not_recording
1709353020000,2024-03-02T04:17:00Z,899-1-1-20,,device_not_recording
1709353080000,2024-03-02T04:18:00Z,899-1-1-20,,device_not_recording
1709353140000,2024-03-02T04:19:00Z,899-1-1-20,,device_not_recording
1709353200000,2024-03-02T04:20:00Z,899-1-1-20,,device_not_recording
1709353260000,2024-03-02T04:21:00Z,899-1-1-20,,device_not_recording
1709353320000,2024-03-02T04:22:00Z,899-1-1-20,,device_not_recording
1709353380000,2024-03-02T04:23:00Z,899-1-1-20,,device_not_recording
1709353440000,2024-03-02T04:24:00Z,899-1-1-20,,device_not_recording
1709353500000,2024-03-02T04:25:00Z,899-1-1-20,,device_not_recording
1709353560000,2024-03-02T04:26:00Z,899-1-1-20,,device_not_recording
1709353620000,2024-03-02T04:27:00Z,899-1-1-20,,device_not_recording
1709353680000,2024-03-02T04:28:00Z,899-1-1-20,,device_not_recording
1709353740000,2024-03-02T04:29:00Z,899-1-1-20,,device_not_recording
1709353800000,2024-03-02T04:30:00Z,899-1-1-20,,device_not_recording
1709353860000,2024-03-02T04:31:00Z,899-1-1-20,,device_not_recording
1709353920000,2024-03-02T04:32:00Z,899-1-1-20,,device_not_recording
1709353980000,2024-03-02T04:33:00Z,899-1-1-20,,device_not_recording
1709354040000,2024-03-02T04:34:00Z,899-1-1-20,,device_not_recording
1709354100000,2024-03-02T04:35:00Z,899-1-1-20,,device_not_recording
1709354160000,2024-03-02T04:36:00Z,899-1-1-20,,device_not_recording
1709354220000,2024-03-02T04:37:00Z,899-1-1-20,,device_not_recording
1709354280000,2024-03-02T04:38:00Z,899-1-1-20,,device_not_recording
1709354340000,2024-03-02T04:39:00Z,899-1-1-20,,device_not_recording
1709354400000,2024-03-02T04:40:00Z,899-1-1-20,,device_not_recording
1709354460000,2024-03-02T04:41:00Z,899-1-1-20,,device_not_recording
1709354520000,2024-03-02T04:42:00Z,899-1-1-20,,device_not_recording
1709354580000,2024-03-02T04:43:00Z,899-1-1-20,,device_not_recording
1709354640000,2024-03-02T04:44:00Z,899-1-1-20,,device_not_recording
1709354700000,2024-03-02T04:45:00Z,899-1-1-20,,device_not_recording
1709354760000,2024-03-02T04:46:00Z,899-1-1-20,,device_not_recording
1709354820000,2024-03-02T04:47:00Z,899-1-1-20,,device_not_recording
1709354880000,2024-03-02T04:48:00Z,899-1-1-20,,device_not_recording
1709354940000,2024-03-02T04:49:00Z,899-1-1-20,,device_not_recording
1709355000000,2024-03-02T04:50:00Z,899-1-1-20,,device_not_recording
1709355060000,2024-03-02T04:51:00Z,899-1-1-20,,device_not_recording
1709355120000,2024-03-02T04:52:00Z,899-1-1-20,,device_not_recording
1709355180000,2024-03-02T04:53:00Z,899-1-1-20,,device_not_recording
1709355240000,2024-03-02T04:54:00Z,899-1-1-20,,device_not_recording
1709355300000,2024-03-02T04:55:00Z,899-1-1-20,,device_not_recording
1709355360000,2024-03-02T04:56:00Z,899-1-1-20,,device_not_recording
1709355420000,2024-03-02T04:57:00Z,899-1-1-20,,device_not_recording
1709355480000,2024-03-02T04:58:00Z,899-1-1-20,,device_not_recording
1709355540000,2024-03-02T04:59:00Z,899-1-1-20,,device_not_recording
1709355600000,2024-03-02T05:00:00Z,899-1-1-20,,device_not_recording
1709355660000,2024-03-02T05:01:00Z,899-1-1-20,,device_not_recording
1709355720000,2024-03-02T05:02:00Z,899-1-1-20,,device_not_recording
1709355780000,2024-03-02T05:03:00Z,899-1-1-20,,device_not_recording
1709355840000,2024-03-02T05:04:00Z,899-1-1-20,,device_not_recording
1709355900000,2024-03-02T05:05:00Z,899-1-1-20,,device_not_recording
1709355960000,2024-03-02T05:06:00Z,899-1-1-20,,device_not_recording
1709356020000,2024-03-02T05:07:00Z,899-1-1-20,,device_not_recording
1709356080000,2024-03-02T05:08:00Z,899-1-1-20,,device_not_recording
1709356140000,2024-03-02T05:09:00Z,899-1-1-20,,device_not_recording
1709356200000,2024-03-02T05:10:00Z,899-1-1-20,,device_not_recording
1709356260000,2024-03-02T05:11:00Z,899-1-1-20,,device_not_recording
1709356320000,2024-03-02T05:12:00Z,899-1-1-20,,device_not_recording
1709356380000,2024-03-02T05:13:00Z,899-1-1-20,,device_not_recording
1709356440000,2024-03-02T05:14:00Z,899-1-1-20,,device_not_recording
1709356500000,2024-03-02T05:15:00Z,899-1-1-20,,device_not_recording
1709356560000,2024-03-02T05:16:00Z,899-1-1-20,,device_not_recording
1709356620000,2024-03-02T05:17:00Z,899-1-1-20,,device_not_recording
1709356680000,2024-03-02T05:18:00Z,899-1-1-20,,device_not_recording
1709356740000,2024-03-02T05:19:00Z,899-1-1-20,,device_not_recording
1709356800000,2024-03-02T05:20:00Z,899-1-1-20,,device_not_recording
1709356860000,2024-03-02T05:21:00Z,899-1-1-20,,device_not_recording
1709356920000,2024-03-02T05:22:00Z,899-1-1-20,,device_not_recording
1709356980000,2024-03-02T05:23:00Z,899-1-1-20,,device_not_recording
1709357040000,2024-03-02T05:24:00Z,899-1-1-20,,device_not_recording
1709357100000,2024-03-02T05:25:00Z,899-1-1-20,,device_not_recording
1709357160000,2024-03-02T05:26:00Z,899-1-1-20,,device_not_recording
1709357220000,2024-03-02T05:27:00Z,899-1-1-20,,device_not_recording
1709357280000,2024-03-02T05:28:00Z,899-1-1-20,,device_not_recording
1709357340000,2024-03-02T05:29:00Z,899-1-1-20,,device_not_recording
1709357400000,2024-03-02T05:30:00Z,899-1-1-20,,device_not_recording
1709357460000,2024-03-02T05:31:00Z,899-1-1-20,,device_not_recording
1709357520000,2024-03-02T05:32:00Z,899-1-1-20,,device_not_recording
1709357580000,2024-03-02T05:33:00Z,899-1-1-20,,device_not_recording
1709357640000,2024-03-02T05:34:00Z,899-1-1-20,,device_not_recording
1709357700000,2024-03-02T05:35:00Z,899-1-1-20,,device_not_recording
1709357760000,2024-03-02T05:36:00Z,899-1-1-20,,device_not_recording
1709357820000,2024-03-02T05:37:00Z,899-1-1-20,,device_not_recording
1709357880000,2024-03-02T05:38:00Z,899-1-1-20,,device_not_recording
1709357940000,2024-03-02T05:39:00Z,899-1-1-20,,device_not_recording
1709358000000,2024-03-02T05:40:00Z,899-1-1-20,,device_not_recording
1709358060000,2024-03-02T05:41:00Z,899-1-1-20,,device_not_recording
1709358120000,2024-03-02T05:42:00Z,899-1-1-20,,device_not_recording
1709358180000,2024-03-02T05:43:00Z,899-1-1-20,,device_not_recording
1709358240000,2024-03-02T05:44:00Z,899-1-1-20,,device_not_recording
1709358300000,2024-03-02T05:45:00Z,899-1-1-20,,device_not_recording
1709358360000,2024-03-02T05:46:00Z,899-1-1-20,,device_not_recording
1709358420000,2024-03-02T05:47:00Z,899-1-1-20,,device_not_recording
1709358480000,2024-03-02T05:48:00Z,899-1-1-20,,device_not_recording
1709358540000,2024-03-02T05:49:00Z,899-1-1-20,,device_not_recording
1709358600000,2024-03-02T05:50:00Z,899-1-1-20,,device_not_recording
1709358660000,2024-03-02T05:51:00Z,899-1-1-20,,device_not_recording
1709358720000,2024-03-02T05:52:00Z,899-1-1-20,,device_not_recording
1709358780000,2024-03-02T05:53:00Z,899-1-1-20,,device_not_recording
1709358840000,2024-03-02T05:54:00Z,899-1-1-20,,device_not_recording
1709358900000,2024-03-02T05:55:00Z,899-1-1-20,,device_not_recording
1709358960000,2024-03-02T05:56:00Z,899-1-1-20,,device_not_recording
1709359020000,2024-03-02T05:57:00Z,899-1-1-20,,device_not_recording
1709359080000,2024-03-02T05:58:00Z,899-1-1-20,,device_not_recording
1709359140000,2024-03-02T05:59:00Z,899-1-1-20,,device_not_recording
1709359200000,2024-03-02T06:00:00Z,899-1-1-20,,device_not_recording
1709359260000,2024-03-02T06:01:00Z,899-1-1-20,,device_not_recording
1709359320000,2024-03-02T06:02:00Z,899-1-1-20,,device_not_recording
1709359380000,2024-03-02T06:03:00Z,899-1-1-20,,device_not_recording
1709359440000,2024-03-02T06:04:00Z,899-1-1-20,,device_not_recording
1709359500000,2024-03-02T06:05:00Z,899-1-1-20,,device_not_recording
1709359560000,2024-03-02T06:06:00Z,899-1-1-20,,device_not_recording
1709359620000,2024-03-02T06:07:00Z,899-1-1-20,,device_not_recording
1709359680000,2024-03-02T06:08:00Z,899-1-1-20,,device_not_recording
1709359740000,2024-03-02T06:09:00Z,899-1-1-20,,device_not_recording
1709359800000,2024-03-02T06:10:00Z,899-1-1-20,,device_not_recording
1709359860000,2024-03-02T06:11:00Z,899-1-1-20,,device_not_recording
1709359920000,2024-03-02T06:12:00Z,899-1-1-20,,device_not_recording
1709359980000,2024-03-02T06:13:00Z,899-1-1-20,,device_not_recording
1709360040000,2024-03-02T06:14:00Z,899-1-1-20,,device_not_recording
1709360100000,2024-03-02T06:15:00Z,899-1-1-20,,device_not_recording
