timestamp_unix,timestamp_iso,participant_full_id,accelerometers_std_g,missing_value_reason
1709426460000,2024-03-03T00:41:00Z,899-1-1-05,,device_not_recording
1709426520000,2024-03-03T00:42:00Z,899-1-1-05,,device_not_recording
1709426580000,2024-03-03T00:43:00Z,899-1-1-05,,device_not_recording
1709426640000,2024-03-03T00:44:00Z,899-1-1-05,,device_not_recording
1709426700000,2024-03-03T00:45:00Z,899-1-1-05,,device_not_recording
1709426760000,2024-03-03T00:46:00Z,899-1-1-05,,device_not_recording
1709426820000,2024-03-03T00:47:00Z,899-1-1-05,,device_not_recording
1709426880000,2024-03-03T00:48:00Z,899-1-1-05,,device_not_recording
1709426940000,2024-03-03T00:49:00Z,899-1-1-05,,device_not_recording
1709427000000,2024-03-03T00:50:00Z,899-1-1-05,,device_not_recording
1709427060000,2024-03-03T00:51:00Z,899-1-1-05,,device_not_recording
1709427120000,2024-03-03T00:52:00Z,899-1-1-05,,device_not_recording
1709427180000,2024-03-03T00:53:00Z,899-1-1-05,,device_not_recording
1709427240000,2024-03-03T00:54:00Z,899-1-1-05,,device_not_recording
1709427300000,2024-03-03T00:55:00Z,899-1-1-05,,device_not_recording
1709427360000,2024-03-03T00:56:00Z,899-1-1-05,,device_not_recording
1709427420000,2024-03-03T00:57:00Z,899-1-1-05,,device_not_recording
1709427480000,2024-03-03T00:58:00Z,899-1-1-05,,device_not_recording
1709427540000,2024-03-03T00:59:00Z,899-1-1-05,,device_not_recording
1709427600000,2024-03-03T01:00:00Z,899-1-1-05,,device_not_recording
1709427660000,2024-03-03T01:01:00Z,899-1-1-05,,device_not_recording
1709427720000,2024-03-03T01:02:00Z,899-1-1-05,,device_not_recording
1709427780000,2024-03-03T01:03:00Z,899-1-1-05,,device_not_recording
1709427840000,2024-03-03T01:04:00Z,899-1-1-05,,device_not_recording
1709427900000,2024-03-03T01:05:00Z,899-1-1-05,,device_not_recording
1709427960000,2024-03-03T01:06:00Z,899-1-1-05,,device_not_recording
1709428020000,2024-03-03T01:07:00Z,899-1-1-05,,device_not_recording
1709428080000,2024-03-03T01:08:00Z,899-1-1-05,,device_not_recording
1709428140000,2024-03-03T01:09:00Z,899-1-1-05,,device_not_recording
1709428200000,2024-03-03T01:10:00Z,899-1-1-05,,device_not_recording
1709428260000,2024-03-03T01:11:00Z,899-1-1-05,,device_not_recording
1709428320000,2024-03-03T01:12:00Z,899-1-1-05,,device_not_recording
1709428380000,2024-03-03T01:13:00Z,899-1-1-05,,device_not_recording
1709428440000,2024-03-03T01:14:00Z,899-1-1-05,,device_not_recording
1709428500000,2024-03-03T01:15:00Z,899-1-1-05,,device_not_recording
1709428560000,2024-03-03T01:16:00Z,899-1-1-05,,device_not_recording
1709428620000,2024-03-03T01:17:00Z,899-1-1-05,,device_not_recording
1709428680000,2024-03-03T01:18:00Z,899-1-1-05,,device_not_recording
1709428740000,2024-03-03T01:19:00Z,899-1-1-05,,device_not_recording
1709428800000,2024-03-03T01:20:00Z,899-1-1-05,,device_not_recording
1709428860000,2024-03-03T01:21:00Z,899-1-1-05,,device_not_recording
1709428920000,2024-03-03T01:22:00Z,899-1-1-05,,device_not_recording
1709428980000,2024-03-03T01:23:00Z,899-1-1-05,,device_not_recording
1709429040000,2024-03-03T01:24:00Z,899-1-1-05,,device_not_recording
1709429100000,2024-03-03T01:25:00Z,899-1-1-05,,device_not_recording
1709429160000,2024-03-03T01:26:00Z,899-1-1-05,,device_not_recording
1709429220000,2024-03-03T01:27:00Z,899-1-1-05,,device_not_recording
1709429280000,2024-03-03T01:28:00Z,899-1-1-05,,device_not_recording
1709429340000,2024-03-03T01:29:00Z,899-1-1-05,,device_not_recording
1709429400000,2024-03-03T01:30:00Z,899-1-1-05,,device_not_recording
1709429460000,2024-03-03T01:31:00Z,899-1-1-05,,device_not_recording
