timestamp_unix,timestamp_iso,time_offset,timezone_location,mobile_platform,mobile_platform_version,mobile_app,mobile_app_version,algo_version,embrace_fw_version,rest_algo_version
1709733490014,2024-03-06T13:58:10Z,-18000,America/New_York,,,,,,,v1.3.3
1709733490036,2024-03-06T13:58:10Z,,,ios,,com.empatica.healthmonitor.lab,5.30.1,9.0.2,,
1709733542656,2024-03-06T13:59:02Z,,,,,,,,4.24.3,
