timestamp_unix,timestamp_iso,time_offset,timezone_location,mobile_platform,mobile_platform_version,mobile_app,mobile_app_version,algo_version,embrace_fw_version,rest_algo_version
1707447285471,2024-02-09T02:54:45Z,-18000,America/New_York,,,,,,,v1.3.3
1707447285474,2024-02-09T02:54:45Z,,,ios,,com.empatica.healthmonitor.lab,5.26.2,8.12.3,,
1709243442106,2024-02-29T21:50:42Z,,,ios,,com.empatica.healthmonitor.lab,5.30.1,9.0.2,,
1709243557805,2024-02-29T21:52:37Z,,,,,,,,4.24.3,
