timestamp_unix,timestamp_iso,time_offset,timezone_location,mobile_platform,mobile_platform_version,mobile_app,mobile_app_version,algo_version,embrace_fw_version,rest_algo_version
1709589851238,2024-03-04T22:04:11Z,-18000,America/New_York,,,,,,,v1.3.3
1709589851242,2024-03-04T22:04:11Z,,,ios,,com.empatica.healthmonitor.lab,5.30.1,9.0.2,,
1709589871664,2024-03-04T22:04:31Z,,,,,,,,4.24.3,
