timestamp_unix,timestamp_iso,time_offset,timezone_location,mobile_platform,mobile_platform_version,mobile_app,mobile_app_version,algo_version,embrace_fw_version,rest_algo_version
1709922443641,2024-03-08T18:27:23Z,-18000,America/New_York,,,,,,,v1.3.3
1709922443645,2024-03-08T18:27:23Z,,,ios,,com.empatica.healthmonitor.lab,5.30.1,9.0.2,,
1709922552714,2024-03-08T18:29:12Z,,,,,,,,4.24.3,
