timestamp_unix,timestamp_iso,time_offset,timezone_location,mobile_platform,mobile_platform_version,mobile_app,mobile_app_version,algo_version,embrace_fw_version,rest_algo_version
1709326081848,2024-03-01T20:48:01Z,-18000,America/New_York,,,,,,,v1.3.3
1709326081906,2024-03-01T20:48:01Z,,,ios,,com.empatica.healthmonitor.lab,5.30.1,9.0.2,,
1709326200561,2024-03-01T20:50:00Z,,,,,,,,4.24.3,
