timestamp_unix,timestamp_iso,participant_full_id,activity_intensity,missing_value_reason
1709171340000,2024-02-29T01:49:00Z,899-1-1-01,,device_not_recording
1709171400000,2024-02-29T01:50:00Z,899-1-1-01,,device_not_recording
1709171460000,2024-02-29T01:51:00Z,899-1-1-01,,device_not_recording
1709171520000,2024-02-29T01:52:00Z,899-1-1-01,,device_not_recording
1709171580000,2024-02-29T01:53:00Z,899-1-1-01,,device_not_recording
1709171640000,2024-02-29T01:54:00Z,899-1-1-01,,device_not_recording
1709171700000,2024-02-29T01:55:00Z,899-1-1-01,,device_not_recording
1709171760000,2024-02-29T01:56:00Z,899-1-1-01,,device_not_recording
1709171820000,2024-02-29T01:57:00Z,899-1-1-01,,device_not_recording
1709171880000,2024-02-29T01:58:00Z,899-1-1-01,,device_not_recording
1709171940000,2024-02-29T01:59:00Z,899-1-1-01,,device_not_recording
1709172000000,2024-02-29T02:00:00Z,899-1-1-01,,device_not_recording
1709172060000,2024-02-29T02:01:00Z,899-1-1-01,,device_not_recording
1709172120000,2024-02-29T02:02:00Z,899-1-1-01,,device_not_recording
1709172180000,2024-02-29T02:03:00Z,899-1-1-01,,device_not_recording
1709172240000,2024-02-29T02:04:00Z,899-1-1-01,,device_not_recording
1709172300000,2024-02-29T02:05:00Z,899-1-1-01,,device_not_recording
1709172360000,2024-02-29T02:06:00Z,899-1-1-01,,device_not_recording
1709172420000,2024-02-29T02:07:00Z,899-1-1-01,,device_not_recording
1709172480000,2024-02-29T02:08:00Z,899-1-1-01,,device_not_recording
1709172540000,2024-02-29T02:09:00Z,899-1-1-01,,device_not_recording
1709172600000,2024-02-29T02:10:00Z,899-1-1-01,,device_not_recording
1709172660000,2024-02-29T02:11:00Z,899-1-1-01,,device_not_recording
1709172720000,2024-02-29T02:12:00Z,899-1-1-01,,device_not_recording
1709172780000,2024-02-29T02:13:00Z,899-1-1-01,,device_not_recording
1709172840000,2024-02-29T02:14:00Z,899-1-1-01,,device_not_recording
1709172900000,2024-02-29T02:15:00Z,899-1-1-01,,device_not_recording
1709172960000,2024-02-29T02:16:00Z,899-1-1-01,,device_not_recording
1709173020000,2024-02-29T02:17:00Z,899-1-1-01,,device_not_recording
1709173080000,2024-02-29T02:18:00Z,899-1-1-01,,device_not_recording
1709173140000,2024-02-29T02:19:00Z,899-1-1-01,,device_not_recording
1709173200000,2024-02-29T02:20:00Z,899-1-1-01,,device_not_recording
1709173260000,2024-02-29T02:21:00Z,899-1-1-01,,device_not_recording
1709173320000,2024-02-29T02:22:00Z,899-1-1-01,,device_not_recording
1709173380000,2024-02-29T02:23:00Z,899-1-1-01,,device_not_recording
1709173440000,2024-02-29T02:24:00Z,899-1-1-01,,device_not_recording
1709173500000,2024-02-29T02:25:00Z,899-1-1-01,,device_not_recording
1709173560000,2024-02-29T02:26:00Z,899-1-1-01,,device_not_recording
1709173620000,2024-02-29T02:27:00Z,899-1-1-01,,device_not_recording
1709173680000,2024-02-29T02:28:00Z,899-1-1-01,,device_not_recording
1709173740000,2024-02-29T02:29:00Z,899-1-1-01,,device_not_recording
1709173800000,2024-02-29T02:30:00Z,899-1-1-01,,device_not_recording
1709173860000,2024-02-29T02:31:00Z,899-1-1-01,,device_not_recording
1709173920000,2024-02-29T02:32:00Z,899-1-1-01,,device_not_recording
1709173980000,2024-02-29T02:33:00Z,899-1-1-01,,device_not_recording
1709174040000,2024-02-29T02:34:00Z,899-1-1-01,,device_not_recording
1709174100000,2024-02-29T02:35:00Z,899-1-1-01,,device_not_recording
1709174160000,2024-02-29T02:36:00Z,899-1-1-01,,device_not_recording
1709174220000,2024-02-29T02:37:00Z,899-1-1-01,,device_not_recording
1709174280000,2024-02-29T02:38:00Z,899-1-1-01,,device_not_recording
1709174340000,2024-02-29T02:39:00Z,899-1-1-01,,device_not_recording
1709174400000,2024-02-29T02:40:00Z,899-1-1-01,,device_not_recording
1709174460000,2024-02-29T02:41:00Z,899-1-1-01,,device_not_recording
1709174520000,2024-02-29T02:42:00Z,899-1-1-01,,device_not_recording
1709174580000,2024-02-29T02:43:00Z,899-1-1-01,,device_not_recording
1709174640000,2024-02-29T02:44:00Z,899-1-1-01,,device_not_recording
1709174700000,2024-02-29T02:45:00Z,899-1-1-01,,device_not_recording
1709174760000,2024-02-29T02:46:00Z,899-1-1-01,,device_not_recording
1709174820000,2024-02-29T02:47:00Z,899-1-1-01,,device_not_recording
1709174880000,2024-02-29T02:48:00Z,899-1-1-01,,device_not_recording
1709174940000,2024-02-29T02:49:00Z,899-1-1-01,,device_not_recording
1709175000000,2024-02-29T02:50:00Z,899-1-1-01,,device_not_recording
1709175060000,2024-02-29T02:51:00Z,899-1-1-01,,device_not_recording
1709175120000,2024-02-29T02:52:00Z,899-1-1-01,,device_not_recording
1709175180000,2024-02-29T02:53:00Z,899-1-1-01,,device_not_recording
1709175240000,2024-02-29T02:54:00Z,899-1-1-01,,device_not_recording
1709175300000,2024-02-29T02:55:00Z,899-1-1-01,,device_not_recording
1709175360000,2024-02-29T02:56:00Z,899-1-1-01,,device_not_recording
1709175420000,2024-02-29T02:57:00Z,899-1-1-01,,device_not_recording
1709175480000,2024-02-29T02:58:00Z,899-1-1-01,,device_not_recording
1709175540000,2024-02-29T02:59:00Z,899-1-1-01,,device_not_recording
1709175600000,2024-02-29T03:00:00Z,899-1-1-01,,device_not_recording
1709175660000,2024-02-29T03:01:00Z,899-1-1-01,,device_not_recording
1709175720000,2024-02-29T03:02:00Z,899-1-1-01,,device_not_recording
1709175780000,2024-02-29T03:03:00Z,899-1-1-01,,device_not_recording
1709175840000,2024-02-29T03:04:00Z,899-1-1-01,,device_not_recording
1709175900000,2024-02-29T03:05:00Z,899-1-1-01,,device_not_recording
1709175960000,2024-02-29T03:06:00Z,899-1-1-01,,device_not_recording
1709176020000,2024-02-29T03:07:00Z,899-1-1-01,,device_not_recording
1709176080000,2024-02-29T03:08:00Z,899-1-1-01,,device_not_recording
1709176140000,2024-02-29T03:09:00Z,899-1-1-01,,device_not_recording
1709176200000,2024-02-29T03:10:00Z,899-1-1-01,,device_not_recording
1709176260000,2024-02-29T03:11:00Z,899-1-1-01,,device_not_recording
1709176320000,2024-02-29T03:12:00Z,899-1-1-01,,device_not_recording
1709176380000,2024-02-29T03:13:00Z,899-1-1-01,,device_not_recording
1709176440000,2024-02-29T03:14:00Z,899-1-1-01,,device_not_recording
1709176500000,2024-02-29T03:15:00Z,899-1-1-01,,device_not_recording
1709176560000,2024-02-29T03:16:00Z,899-1-1-01,,device_not_recording
1709176620000,2024-02-29T03:17:00Z,899-1-1-01,,device_not_recording
1709176680000,2024-02-29T03:18:00Z,899-1-1-01,,device_not_recording
1709176740000,2024-02-29T03:19:00Z,899-1-1-01,,device_not_recording
1709176800000,2024-02-29T03:20:00Z,899-1-1-01,,device_not_recording
1709176860000,2024-02-29T03:21:00Z,899-1-1-01,,device_not_recording
1709176920000,2024-02-29T03:22:00Z,899-1-1-01,,device_not_recording
1709176980000,2024-02-29T03:23:00Z,899-1-1-01,,device_not_recording
1709177040000,2024-02-29T03:24:00Z,899-1-1-01,,device_not_recording
1709177100000,2024-02-29T03:25:00Z,899-1-1-01,,device_not_recording
1709177160000,2024-02-29T03:26:00Z,899-1-1-01,,device_not_recording
1709177220000,2024-02-29T03:27:00Z,899-1-1-01,,device_not_recording
1709177280000,2024-02-29T03:28:00Z,899-1-1-01,,device_not_recording
1709177340000,2024-02-29T03:29:00Z,899-1-1-01,,device_not_recording
1709177400000,2024-02-29T03:30:00Z,899-1-1-01,,device_not_recording
1709177460000,2024-02-29T03:31:00Z,899-1-1-01,,device_not_recording
1709177520000,2024-02-29T03:32:00Z,899-1-1-01,,device_not_recording
1709177580000,2024-02-29T03:33:00Z,899-1-1-01,,device_not_recording
1709177640000,2024-02-29T03:34:00Z,899-1-1-01,,device_not_recording
1709177700000,2024-02-29T03:35:00Z,899-1-1-01,,device_not_recording
1709177760000,2024-02-29T03:36:00Z,899-1-1-01,,device_not_recording
1709177820000,2024-02-29T03:37:00Z,899-1-1-01,,device_not_recording
1709177880000,2024-02-29T03:38:00Z,899-1-1-01,,device_not_recording
1709177940000,2024-02-29T03:39:00Z,899-1-1-01,,device_not_recording
1709178000000,2024-02-29T03:40:00Z,899-1-1-01,,device_not_recording
1709178060000,2024-02-29T03:41:00Z,899-1-1-01,,device_not_recording
1709178120000,2024-02-29T03:42:00Z,899-1-1-01,,device_not_recording
1709178180000,2024-02-29T03:43:00Z,899-1-1-01,,device_not_recording
1709178240000,2024-02-29T03:44:00Z,899-1-1-01,,device_not_recording
1709178300000,2024-02-29T03:45:00Z,899-1-1-01,,device_not_recording
1709178360000,2024-02-29T03:46:00Z,899-1-1-01,,device_not_recording
1709178420000,2024-02-29T03:47:00Z,899-1-1-01,,device_not_recording
1709178480000,2024-02-29T03:48:00Z,899-1-1-01,,device_not_recording
1709178540000,2024-02-29T03:49:00Z,899-1-1-01,,device_not_recording
1709178600000,2024-02-29T03:50:00Z,899-1-1-01,,device_not_recording
1709178660000,2024-02-29T03:51:00Z,899-1-1-01,,device_not_recording
1709178720000,2024-02-29T03:52:00Z,899-1-1-01,,device_not_recording
1709178780000,2024-02-29T03:53:00Z,899-1-1-01,,device_not_recording
1709178840000,2024-02-29T03:54:00Z,899-1-1-01,,device_not_recording
1709178900000,2024-02-29T03:55:00Z,899-1-1-01,,device_not_recording
1709178960000,2024-02-29T03:56:00Z,899-1-1-01,,device_not_recording
1709179020000,2024-02-29T03:57:00Z,899-1-1-01,,device_not_recording
1709179080000,2024-02-29T03:58:00Z,899-1-1-01,,device_not_recording
1709179140000,2024-02-29T03:59:00Z,899-1-1-01,,device_not_recording
1709179200000,2024-02-29T04:00:00Z,899-1-1-01,,device_not_recording
1709179260000,2024-02-29T04:01:00Z,899-1-1-01,,device_not_recording
1709179320000,2024-02-29T04:02:00Z,899-1-1-01,,device_not_recording
1709179380000,2024-02-29T04:03:00Z,899-1-1-01,,device_not_recording
1709179440000,2024-02-29T04:04:00Z,899-1-1-01,,device_not_recording
1709179500000,2024-02-29T04:05:00Z,899-1-1-01,,device_not_recording
1709179560000,2024-02-29T04:06:00Z,899-1-1-01,,device_not_recording
1709179620000,2024-02-29T04:07:00Z,899-1-1-01,,device_not_recording
1709179680000,2024-02-29T04:08:00Z,899-1-1-01,,device_not_recording
1709179740000,2024-02-29T04:09:00Z,899-1-1-01,,device_not_recording
1709179800000,2024-02-29T04:10:00Z,899-1-1-01,,device_not_recording
1709179860000,2024-02-29T04:11:00Z,899-1-1-01,,device_not_recording
1709179920000,2024-02-29T04:12:00Z,899-1-1-01,,device_not_recording
1709179980000,2024-02-29T04:13:00Z,899-1-1-01,,device_not_recording
1709180040000,2024-02-29T04:14:00Z,899-1-1-01,,device_not_recording
1709180100000,2024-02-29T04:15:00Z,899-1-1-01,,device_not_recording
1709180160000,2024-02-29T04:16:00Z,899-1-1-01,,device_not_recording
1709180220000,2024-02-29T04:17:00Z,899-1-1-01,,device_not_recording
1709180280000,2024-02-29T04:18:00Z,899-1-1-01,,device_not_recording
1709180340000,2024-02-29T04:19:00Z,899-1-1-01,,device_not_recording
1709180400000,2024-02-29T04:20:00Z,899-1-1-01,,device_not_recording
1709180460000,2024-02-29T04:21:00Z,899-1-1-01,,device_not_recording
1709180520000,2024-02-29T04:22:00Z,899-1-1-01,,device_not_recording
1709180580000,2024-02-29T04:23:00Z,899-1-1-01,,device_not_recording
1709180640000,2024-02-29T04:24:00Z,899-1-1-01,,device_not_recording
1709180700000,2024-02-29T04:25:00Z,899-1-1-01,,device_not_recording
1709180760000,2024-02-29T04:26:00Z,899-1-1-01,,device_not_recording
1709180820000,2024-02-29T04:27:00Z,899-1-1-01,,device_not_recording
1709180880000,2024-02-29T04:28:00Z,899-1-1-01,,device_not_recording
1709180940000,2024-02-29T04:29:00Z,899-1-1-01,,device_not_recording
1709181000000,2024-02-29T04:30:00Z,899-1-1-01,,device_not_recording
1709181060000,2024-02-29T04:31:00Z,899-1-1-01,,device_not_recording
1709181120000,2024-02-29T04:32:00Z,899-1-1-01,,device_not_recording
1709181180000,2024-02-29T04:33:00Z,899-1-1-01,,device_not_recording
1709181240000,2024-02-29T04:34:00Z,899-1-1-01,,device_not_recording
1709181300000,2024-02-29T04:35:00Z,899-1-1-01,,device_not_recording
1709181360000,2024-02-29T04:36:00Z,899-1-1-01,,device_not_recording
1709181420000,2024-02-29T04:37:00Z,899-1-1-01,,device_not_recording
1709181480000,2024-02-29T04:38:00Z,899-1-1-01,,device_not_recording
1709181540000,2024-02-29T04:39:00Z,899-1-1-01,,device_not_recording
1709181600000,2024-02-29T04:40:00Z,899-1-1-01,,device_not_recording
1709181660000,2024-02-29T04:41:00Z,899-1-1-01,,device_not_recording
1709181720000,2024-02-29T04:42:00Z,899-1-1-01,,device_not_recording
1709181780000,2024-02-29T04:43:00Z,899-1-1-01,,device_not_recording
1709181840000,2024-02-29T04:44:00Z,899-1-1-01,,device_not_recording
1709181900000,2024-02-29T04:45:00Z,899-1-1-01,,device_not_recording
1709181960000,2024-02-29T04:46:00Z,899-1-1-01,,device_not_recording
1709182020000,2024-02-29T04:47:00Z,899-1-1-01,,device_not_recording
1709182080000,2024-02-29T04:48:00Z,899-1-1-01,,device_not_recording
1709182140000,2024-02-29T04:49:00Z,899-1-1-01,,device_not_recording
1709182200000,2024-02-29T04:50:00Z,899-1-1-01,,device_not_recording
1709182260000,2024-02-29T04:51:00Z,899-1-1-01,,device_not_recording
1709182320000,2024-02-29T04:52:00Z,899-1-1-01,,device_not_recording
1709182380000,2024-02-29T04:53:00Z,899-1-1-01,,device_not_recording
1709182440000,2024-02-29T04:54:00Z,899-1-1-01,,device_not_recording
1709182500000,2024-02-29T04:55:00Z,899-1-1-01,,device_not_recording
1709182560000,2024-02-29T04:56:00Z,899-1-1-01,,device_not_recording
1709182620000,2024-02-29T04:57:00Z,899-1-1-01,,device_not_recording
1709182680000,2024-02-29T04:58:00Z,899-1-1-01,,device_not_recording
1709182740000,2024-02-29T04:59:00Z,899-1-1-01,,device_not_recording
1709182800000,2024-02-29T05:00:00Z,899-1-1-01,,device_not_recording
1709182860000,2024-02-29T05:01:00Z,899-1-1-01,,device_not_recording
1709182920000,2024-02-29T05:02:00Z,899-1-1-01,,device_not_recording
1709182980000,2024-02-29T05:03:00Z,899-1-1-01,,device_not_recording
1709183040000,2024-02-29T05:04:00Z,899-1-1-01,,device_not_recording
1709183100000,2024-02-29T05:05:00Z,899-1-1-01,,device_not_recording
1709183160000,2024-02-29T05:06:00Z,899-1-1-01,,device_not_recording
1709183220000,2024-02-29T05:07:00Z,899-1-1-01,,device_not_recording
1709183280000,2024-02-29T05:08:00Z,899-1-1-01,,device_not_recording
1709183340000,2024-02-29T05:09:00Z,899-1-1-01,,device_not_recording
1709183400000,2024-02-29T05:10:00Z,899-1-1-01,,device_not_recording
1709183460000,2024-02-29T05:11:00Z,899-1-1-01,,device_not_recording
1709183520000,2024-02-29T05:12:00Z,899-1-1-01,,device_not_recording
1709183580000,2024-02-29T05:13:00Z,899-1-1-01,,device_not_recording
1709183640000,2024-02-29T05:14:00Z,899-1-1-01,,device_not_recording
1709183700000,2024-02-29T05:15:00Z,899-1-1-01,,device_not_recording
1709183760000,2024-02-29T05:16:00Z,899-1-1-01,,device_not_recording
1709183820000,2024-02-29T05:17:00Z,899-1-1-01,,device_not_recording
1709183880000,2024-02-29T05:18:00Z,899-1-1-01,,device_not_recording
1709183940000,2024-02-29T05:19:00Z,899-1-1-01,,device_not_recording
1709184000000,2024-02-29T05:20:00Z,899-1-1-01,,device_not_recording
1709184060000,2024-02-29T05:21:00Z,899-1-1-01,,device_not_recording
1709184120000,2024-02-29T05:22:00Z,899-1-1-01,,device_not_recording
1709184180000,2024-02-29T05:23:00Z,899-1-1-01,,device_not_recording
1709184240000,2024-02-29T05:24:00Z,899-1-1-01,,device_not_recording
1709184300000,2024-02-29T05:25:00Z,899-1-1-01,,device_not_recording
1709184360000,2024-02-29T05:26:00Z,899-1-1-01,,device_not_recording
1709184420000,2024-02-29T05:27:00Z,899-1-1-01,,device_not_recording
1709184480000,2024-02-29T05:28:00Z,899-1-1-01,,device_not_recording
1709184540000,2024-02-29T05:29:00Z,899-1-1-01,,device_not_recording
1709184600000,2024-02-29T05:30:00Z,899-1-1-01,,device_not_recording
1709184660000,2024-02-29T05:31:00Z,899-1-1-01,,device_not_recording
1709184720000,2024-02-29T05:32:00Z,899-1-1-01,,device_not_recording
1709184780000,2024-02-29T05:33:00Z,899-1-1-01,,device_not_recording
1709184840000,2024-02-29T05:34:00Z,899-1-1-01,,device_not_recording
1709184900000,2024-02-29T05:35:00Z,899-1-1-01,,device_not_recording
1709184960000,2024-02-29T05:36:00Z,899-1-1-01,,device_not_recording
1709185020000,2024-02-29T05:37:00Z,899-1-1-01,,device_not_recording
1709185080000,2024-02-29T05:38:00Z,899-1-1-01,,device_not_recording
1709185140000,2024-02-29T05:39:00Z,899-1-1-01,,device_not_recording
1709185200000,2024-02-29T05:40:00Z,899-1-1-01,,device_not_recording
1709185260000,2024-02-29T05:41:00Z,899-1-1-01,,device_not_recording
1709185320000,2024-02-29T05:42:00Z,899-1-1-01,,device_not_recording
1709185380000,2024-02-29T05:43:00Z,899-1-1-01,,device_not_recording
1709185440000,2024-02-29T05:44:00Z,899-1-1-01,,device_not_recording
1709185500000,2024-02-29T05:45:00Z,899-1-1-01,,device_not_recording
1709185560000,2024-02-29T05:46:00Z,899-1-1-01,,device_not_recording
1709185620000,2024-02-29T05:47:00Z,899-1-1-01,,device_not_recording
1709185680000,2024-02-29T05:48:00Z,899-1-1-01,,device_not_recording
1709185740000,2024-02-29T05:49:00Z,899-1-1-01,,device_not_recording
1709185800000,2024-02-29T05:50:00Z,899-1-1-01,,device_not_recording
1709185860000,2024-02-29T05:51:00Z,899-1-1-01,,device_not_recording
1709185920000,2024-02-29T05:52:00Z,899-1-1-01,,device_not_recording
1709185980000,2024-02-29T05:53:00Z,899-1-1-01,,device_not_recording
1709186040000,2024-02-29T05:54:00Z,899-1-1-01,,device_not_recording
1709186100000,2024-02-29T05:55:00Z,899-1-1-01,,device_not_recording
1709186160000,2024-02-29T05:56:00Z,899-1-1-01,,device_not_recording
1709186220000,2024-02-29T05:57:00Z,899-1-1-01,,device_not_recording
1709186280000,2024-02-29T05:58:00Z,899-1-1-01,,device_not_recording
1709186340000,2024-02-29T05:59:00Z,899-1-1-01,,device_not_recording
1709186400000,2024-02-29T06:00:00Z,899-1-1-01,,device_not_recording
1709186460000,2024-02-29T06:01:00Z,899-1-1-01,,device_not_recording
1709186520000,2024-02-29T06:02:00Z,899-1-1-01,,device_not_recording
1709186580000,2024-02-29T06:03:00Z,899-1-1-01,,device_not_recording
1709186640000,2024-02-29T06:04:00Z,899-1-1-01,,device_not_recording
1709186700000,2024-02-29T06:05:00Z,899-1-1-01,,device_not_recording
1709186760000,2024-02-29T06:06:00Z,899-1-1-01,,device_not_recording
1709186820000,2024-02-29T06:07:00Z,899-1-1-01,,device_not_recording
1709186880000,2024-02-29T06:08:00Z,899-1-1-01,,device_not_recording
1709186940000,2024-02-29T06:09:00Z,899-1-1-01,,device_not_recording
1709187000000,2024-02-29T06:10:00Z,899-1-1-01,,device_not_recording
1709187060000,2024-02-29T06:11:00Z,899-1-1-01,,device_not_recording
1709187120000,2024-02-29T06:12:00Z,899-1-1-01,,device_not_recording
1709187180000,2024-02-29T06:13:00Z,899-1-1-01,,device_not_recording
1709187240000,2024-02-29T06:14:00Z,899-1-1-01,,device_not_recording
1709187300000,2024-02-29T06:15:00Z,899-1-1-01,,device_not_recording
